date,country,location,number,description,line
01/16/2015,Syria,Kobani,6,airstrikes destroyed two ISIL staging positions and nine ISIL fighting positions.,"- Near Kobani, six airstrikes destroyed two ISIL staging positions and nine ISIL fighting positions."
01/16/2015,Iraq,Ramadi,1,airstrike destroyed an ISIL barge and four ISIL boats.,"- Near Ramadi, an airstrike destroyed an ISIL barge and four ISIL boats."
01/16/2015,Iraq,Al Qaim,1,airstrike struck an ISIL building.,"- Near Al Qaim, an airstrike struck an ISIL building."
01/16/2015,Iraq,Al Asad,1,airstrike struck two ISIL mortar firing positions.,"- Near Al Asad, an airstrike struck two ISIL mortar firing positions."
01/16/2015,Iraq,Mosul,2,airstrikes destroyed an ISIL mortar firing position and an ISIL fighting position.,"- Near Mosul, two airstrikes destroyed an ISIL mortar firing position and an ISIL fighting position."
01/15/2015,Syria,Kobani,5,airstrikes struck an ISIL tactical unit and an ISIL building and destroyed four ISIL fighting positions.,"- Near Kobani, five airstrikes struck an ISIL tactical unit and an ISIL building and destroyed four ISIL fighting positions."
01/15/2015,Syria,Ar Raqqah,3,airstrikes struck an ISIL weapon storage facility and an ISIL tactical unit and destroyed five ISIL buildings and an ISIL vehicle.,"- Near Ar Raqqah, three airstrikes struck an ISIL weapon storage facility and an ISIL tactical unit and destroyed five ISIL buildings and an ISIL vehicle."
01/15/2015,Syria,Al Hasakah,3,"airstrikes destroyed an ISIL checkpoint, an ISIL fighting position, and three ISIL vehicles.","- Near Al Hasakah, three airstrikes destroyed an ISIL checkpoint, an ISIL fighting position, and three ISIL vehicles."
01/15/2015,Iraq,Bayji,2,airstrikes struck two ISIL tactical units.,"- Near Bayji, two airstrikes struck two ISIL tactical units."
01/15/2015,Iraq,Al Qaim,1,airstrike destroyed an ISIL shipping container.,"- Near Al Qaim, an airstrike destroyed an ISIL shipping container."
01/15/2015,Iraq,Tal Afar,1,airstrike struck an ISIL tactical unit and destroyed two ISIL buildings and an ISIL fighting position.,"- Near Tal Afar, an airstrike struck an ISIL tactical unit and destroyed two ISIL buildings and an ISIL fighting position."
01/15/2015,Iraq,Taji,1,airstrike struck an ISIL tactical unit.,"- Near Taji, an airstrike struck an ISIL tactical unit."
01/15/2015,Iraq,Ar Rutbah,1,airstrike struck an ISIL tactical unit and destroyed an ISIL vehicle.,"- Near Ar Rutbah, an airstrike struck an ISIL tactical unit and destroyed an ISIL vehicle."
01/15/2015,Iraq,Al Asad,2,airstrikes struck an ISIL tactical unit and destroyed an ISIL building and seven ISIL boats.,"- Near Al Asad, two airstrikes struck an ISIL tactical unit and destroyed an ISIL building and seven ISIL boats."
01/15/2015,Iraq,Mosul,3,"airstrikes struck an ISIL building, an ISIL tactical unit, and an ISIL armored vehicle, and destroyed an ISIL mortar system, an ISIL armored vehicle, and an ISIL fighting position.","- Near Mosul, three airstrikes struck an ISIL building, an ISIL tactical unit, and an ISIL armored vehicle, and destroyed an ISIL mortar system, an ISIL armored vehicle, and an ISIL fighting position."
01/14/2015,Syria,Kobani,6,airstrikes struck an ISIL fighting position and destroyed eight ISIL fighting positions and an ISIL armored vehicle.,"- Near Kobani, six airstrikes struck an ISIL fighting position and destroyed eight ISIL fighting positions and an ISIL armored vehicle."
01/14/2015,Iraq,Bayji,1,airstrike destroyed an ISIL artillery system.,"- Near Bayji, an airstrike destroyed an ISIL artillery system."
01/14/2015,Iraq,Taji,1,airstrike struck an ISIL tactical unit.,"- Near Taji, an airstrike struck an ISIL tactical unit."
01/14/2015,Iraq,Ar Rutbah,2,airstrikes struck an ISIL checkpoint and an ISIL tactical unit and destroyed an ISIL vehicle.,"- Near Ar Rutbah, two airstrikes struck an ISIL checkpoint and an ISIL tactical unit and destroyed an ISIL vehicle."
01/14/2015,Iraq,Baqubah,1,"airstrike struck an ISIL tactical unit and destroyed an ISIL building, an ISIL vehicle, and an ISIL recoilless rifle system.","- Near Baqubah, an airstrike struck an ISIL tactical unit and destroyed an ISIL building, an ISIL vehicle, and an ISIL recoilless rifle system."
01/14/2015,Iraq,Al Asad,1,airstrike destroyed an ISIL VBIED.,"- Near Al Asad, an airstrike destroyed an ISIL VBIED."
01/14/2015,Iraq,Sinjar,1,airstrike struck an ISIL tactical unit and destroyed an ISIL excavator.,"- Near Sinjar, an airstrike struck an ISIL tactical unit and destroyed an ISIL excavator."
01/14/2015,Iraq,Mosul,4,"airstrikes struck three ISIL tactical units, two ISIL excavators, and an ISIL bunker, and destroyed an ISIL armored vehicle and an ISIL vehicle.","- Near Mosul, four airstrikes struck three ISIL tactical units, two ISIL excavators, and an ISIL bunker, and destroyed an ISIL armored vehicle and an ISIL vehicle."
01/14/2015,Iraq,Baghdad,1,airstrike struck an ISIL tactical unit.,"- Near Baghdad, an airstrike struck an ISIL tactical unit."
01/13/2015,Syria,Kobani,3,airstrikes destroyed five ISIL fighting positions.,"- Near Kobani, three airstrikes destroyed five ISIL fighting positions."
01/13/2015,Syria,Dawr az Zawr,1,airstrike destroyed an ISIL tank.,"- Near Dawr az Zawr, an airstrike destroyed an ISIL tank."
01/13/2015,Iraq,Tal Afar,1,airstrike destroyed an ISIL tactical unit and an ISIL building.,"- Near Tal Afar, an airstrike destroyed an ISIL tactical unit and an ISIL building."
01/13/2015,Iraq,Sinjar,1,airstrike destroyed an ISIL tactical unit.,"- Near Sinjar, an airstrike destroyed an ISIL tactical unit."
01/13/2015,Iraq,Mosul,3,"airstrikes destroyed an ISIL tactical unit, two ISIL bunkers, an ISIL heavy machine gun, two ISIL mortar positions, an ISIL armored vehicle and an ISIL excavator.","- Near Mosul, three airstrikes destroyed an ISIL tactical unit, two ISIL bunkers, an ISIL heavy machine gun, two ISIL mortar positions, an ISIL armored vehicle and an ISIL excavator."
01/13/2015,Iraq,Baghdad,2,"airstrikes destroyed an ISIL tactical unit and struck another, destroyed an ISIL fighting position and two ISIL heavy machine guns.","- Near Baghdad, two airstrikes destroyed an ISIL tactical unit and struck another, destroyed an ISIL fighting position and two ISIL heavy machine guns."
01/12/2015,Syria,Kobani,9,"airstrikes struck two large ISIL units and an ISIL tactical unit, and destroyed 10 ISIL fighting positions, five ISIL buildings, and two ISIL staging positions.","- Near Kobani, nine airstrikes struck two large ISIL units and an ISIL tactical unit, and destroyed 10 ISIL fighting positions, five ISIL buildings, and two ISIL staging positions."
01/12/2015,Syria,Abu Kamal,1,airstrike destroyed an ISIL excavator.,"- Near Abu Kamal, an airstrike destroyed an ISIL excavator."
01/12/2015,Syria,Dawr az Zawr,1,airstrike struck an ISIL oil refinery.,"- Near Dawr az Zawr, an airstrike struck an ISIL oil refinery."
01/12/2015,Iraq,Bayji,4,airstrikes struck four ISIL tactical units and destroyed two ISIL fighting positions.,"- Near Bayji, four airstrikes struck four ISIL tactical units and destroyed two ISIL fighting positions."
01/12/2015,Iraq,Taji,1,airstrike struck an ISIL tactical unit.,"- Near Taji, an airstrike struck an ISIL tactical unit."
01/12/2015,Iraq,Al Qaim,2,airstrikes destroyed two ISIL armored vehicles and 10 ISIL fighting positions.,"- Near Al Qaim, two airstrikes destroyed two ISIL armored vehicles and 10 ISIL fighting positions."
01/12/2015,Iraq,Ramadi,1,airstrike struck an ISIL tactical unit and an ISIL vehicle.,"- Near Ramadi, an airstrike struck an ISIL tactical unit and an ISIL vehicle."
01/12/2015,Iraq,Tal Afar,1,airstrike destroyed an ISIL artillery system and an ISIL checkpoint.,"- Near Tal Afar, an airstrike destroyed an ISIL artillery system and an ISIL checkpoint."
01/12/2015,Iraq,Al Asad,1,airstrike destroyed an ISIL rocket launcher and an ISIL vehicle.,"- Near Al Asad, an airstrike destroyed an ISIL rocket launcher and an ISIL vehicle."
01/12/2015,Iraq,Sinjar,1,airstrike struck a large ISIL unit and destroyed two ISIL buildings.,"- Near Sinjar, an airstrike struck a large ISIL unit and destroyed two ISIL buildings."
01/12/2015,Iraq,Mosul,5,"airstrikes struck an ISIL tactical unit and two large ISIL units, and destroyed four ISIL vehicles, an ISIL VBIED, two ISIL armored vehicles, an ISIL semi-truck, an ISIL mortar system, three ISIL buildings, three ISIL boats, and an ISIL tank.","- Near Mosul, five airstrikes struck an ISIL tactical unit and two large ISIL units, and destroyed four ISIL vehicles, an ISIL VBIED, two ISIL armored vehicles, an ISIL semi-truck, an ISIL mortar system, three ISIL buildings, three ISIL boats, and an ISIL tank."
01/11/2015,Syria,Kobani,9,airstrikes destroyed 15 ISIL fighting positions.,"- Near Kobani, nine airstrikes destroyed 15 ISIL fighting positions."
01/11/2015,Syria,Abu Kamal,1,"airstrike struck an ISIL tactical unit and destroyed an ISIL shipping container, an ISIL vehicle, and an ISIL supply cache.","- Near Abu Kamal, an airstrike struck an ISIL tactical unit and destroyed an ISIL shipping container, an ISIL vehicle, and an ISIL supply cache."
01/11/2015,Iraq,Erbil,1,airstrike struck a large ISIL unit.,"- Near Erbil, an airstrike struck a large ISIL unit."
01/11/2015,Iraq,Al Asad,1,airstrike struck a large ISIL unit and destroyed two ISIL buildings.,"- Near Al Asad, an airstrike struck a large ISIL unit and destroyed two ISIL buildings."
01/11/2015,Iraq,Sinjar,3,"airstrikes struck three ISIL tactical units and an ISIL building, and destroyed an ISIL sniper firing position and an ISIL building.","- Near Sinjar, three airstrikes struck three ISIL tactical units and an ISIL building, and destroyed an ISIL sniper firing position and an ISIL building."
01/11/2015,Iraq,Mosul,4,"airstrikes struck an ISIL armored vehicle, an ISIL tactical unit, and a large ISIL unit and destroyed an ISIL armored vehicle, five ISIL vehicles, and 21 ISIL boats.","- Near Mosul, four airstrikes struck an ISIL armored vehicle, an ISIL tactical unit, and a large ISIL unit and destroyed an ISIL armored vehicle, five ISIL vehicles, and 21 ISIL boats."
01/10/2015,Syria,Kobani,11,"airstrikes struck two large ISIL units and one ISIL tactical unit, and destroyed an ISIL building and 15 fighting positions.","- Near Kobani, 11 airstrikes struck two large ISIL units and one ISIL tactical unit, and destroyed an ISIL building and 15 fighting positions."
01/10/2015,Syria,Al Hasakah,1,airstrike destroyed two ISIL guard facilities.,"- Near Al Hasakah, an airstrike destroyed two ISIL guard facilities."
01/10/2015,Iraq,Erbil,1,airstrike struck an ISIL controlled bridge.,"- Near Erbil, an airstrike struck an ISIL controlled bridge."
01/10/2015,Iraq,Ramadi,1,airstrike destroyed a ISIL armored vehicle and semi-truck.,"- Near Ramadi, an airstrike destroyed a ISIL armored vehicle and semi-truck."
01/10/2015,Iraq,Mosul,1,airstrike struck a ISIL tactical unit and destroyed two fighting positions.,"- Near Mosul, an airstrike struck a ISIL tactical unit and destroyed two fighting positions."
01/09/2015,Syria,Kobani,5,airstrikes struck an ISIL fighting position and two ISIL tactical units and destroyed an ISIL building and seven ISIL fighting positions,"- Near Kobani, five airstrikes struck an ISIL fighting position and two ISIL tactical units and destroyed an ISIL building and seven ISIL fighting positions"
01/09/2015,Iraq,Al Qaim,1,airstrike destroyed an ISIL bunker.,"- Near Al Qaim, an airstrike destroyed an ISIL bunker."
01/09/2015,Iraq,Al Asad,2,airstrikes struck an ISIL tactical unit and a large ISIL unit and destroyed two ISIL vehicles.,"- Near Al Asad, two airstrikes struck an ISIL tactical unit and a large ISIL unit and destroyed two ISIL vehicles."
01/09/2015,Iraq,Sinjar,2,"airstrikes struck an ISIL tactical unit and destroyed an ISIL fighting position, an ISIL vehicle, and an ISIL heavy weapon.","- Near Sinjar, two airstrikes struck an ISIL tactical unit and destroyed an ISIL fighting position, an ISIL vehicle, and an ISIL heavy weapon."
01/09/2015,Iraq,Mosul,1,airstrike struck an ISIL building and an ISIL tactical unit.,"- Near Mosul, an airstrike struck an ISIL building and an ISIL tactical unit."
01/08/2015,Syria,Kobani,5,airstrikes struck two ISIL fighting positions and an ISIL staging area and destroyed four ISIL fighting positions.,"- Near Kobani, five airstrikes struck two ISIL fighting positions and an ISIL staging area and destroyed four ISIL fighting positions."
01/08/2015,Syria,Al Hasakah,1,airstrike struck four ISIL crude oil pumps and five ISIL crude oil well heads.,"- Near Al Hasakah, an airstrike struck four ISIL crude oil pumps and five ISIL crude oil well heads."
01/08/2015,Iraq,Al Rutbah,1,airstrike destroyed an ISIL vehicle.,"- Near Al Rutbah, an airstrike destroyed an ISIL vehicle."
01/08/2015,Iraq,Tal Afar,2,airstrikes struck two ISIL tactical units and destroyed an ISIL VBIED and an ISIL vehicle.,"- Near Tal Afar, two airstrikes struck two ISIL tactical units and destroyed an ISIL VBIED and an ISIL vehicle."
